work_year,experience_level,employment_type,salary_in_usd,remote_ratio,company_size,job_category,company_location_grp
2023,SE,FT,183500,100,M,Data Scientist,US
2023,MI,FT,149600,0,M,Data Engineer,US
2023,MI,FT,102000,0,M,Data Engineer,US
2023,EX,FT,145000,0,M,Data Scientist,US
2023,EX,FT,100000,0,M,Data Scientist,US
2023,SE,FT,190000,100,M,Data Analyst,US
2023,SE,FT,95000,100,M,Data Analyst,US
2023,SE,FT,153600,0,M,Data Analyst,US
2023,SE,FT,106800,0,M,Data Analyst,US
2023,MI,FT,96578,0,M,Data Scientist,Other
2023,MI,FT,80481,0,M,Data Scientist,Other
2023,MI,FT,128000,0,M,Data Analyst,US
2023,MI,FT,85000,0,M,Data Analyst,US
2023,MI,FT,151000,0,M,Data Engineer,US
2023,MI,FT,140000,0,M,Data Engineer,US
2023,SE,FT,275300,100,M,Data Scientist,US
2023,SE,FT,183500,100,M,Data Scientist,US
2023,SE,FT,220000,0,M,ML/AI Engineer,US
2023,SE,FT,170000,0,M,ML/AI Engineer,US
2023,SE,FT,135000,0,M,Data Analyst,US
2023,SE,FT,105500,0,M,Data Analyst,US
2023,SE,FT,100000,100,M,Data Analyst,US
2023,SE,FT,80000,100,M,Data Analyst,US
2023,EN,FT,7000,0,S,Other,Other
2023,EN,FT,42923,50,M,ML/AI Engineer,DE
2023,SE,FT,160000,100,M,Data Engineer,CA
2023,SE,FT,145000,100,M,Data Engineer,CA
2023,MI,FT,154000,0,M,Data Analyst,US
2023,MI,FT,143000,0,M,Data Analyst,US
2023,MI,FT,78990,0,M,Data Scientist,GB
2023,MI,FT,51039,0,M,Data Scientist,GB
2023,EN,FT,190000,0,M,Data Scientist,US
2023,EN,FT,120000,0,M,Data Scientist,US
2023,MI,FT,85066,0,M,Data Scientist,GB
2023,MI,FT,51039,0,M,Data Scientist,GB
2023,MI,FT,109371,0,M,Data Scientist,GB
2023,MI,FT,72914,0,M,Data Scientist,GB
2023,SE,FT,150000,0,M,Data Engineer,US
2023,SE,FT,111000,0,M,Data Engineer,US
2023,EX,FT,265000,0,M,Data Engineer,US
2023,EX,FT,235000,0,M,Data Engineer,US
2023,EN,FT,121093,50,L,Data Scientist,Other
2022,MI,FT,73546,100,M,Data Scientist,DE
2023,SE,FT,160000,100,M,Data Engineer,US
2023,SE,FT,130000,100,M,Data Engineer,US
2023,MI,FT,75000,100,M,Data Engineer,US
2023,MI,FT,60400,100,M,Data Engineer,US
2023,EN,FT,85000,100,M,Data Analyst,US
2023,EN,FT,75000,100,M,Data Analyst,US
2023,SE,FT,252000,0,M,Data Engineer,US
2023,SE,FT,129000,0,M,Data Engineer,US
2023,EN,FT,92700,100,M,Data Engineer,US
2023,EN,FT,61800,100,M,Data Engineer,US
2022,SE,FT,172309,100,L,Management,Other
2023,MI,FT,60093,100,M,Data Scientist,DE
2023,MI,FT,83500,100,M,Data Analyst,US
2023,MI,FT,52500,100,M,Data Analyst,US
2023,SE,FT,201036,0,M,Data Scientist,US
2023,SE,FT,134024,0,M,Data Scientist,US
2023,SE,FT,165000,100,M,Data Analyst,US
2023,SE,FT,140000,100,M,Data Analyst,US
2023,EN,FT,62000,100,M,Data Engineer,US
2023,EN,FT,58000,100,M,Data Engineer,US
2023,SE,FT,172000,0,M,Data Scientist,US
2023,SE,FT,115000,0,M,Data Scientist,US
2023,EN,FT,125000,0,M,Data Engineer,US
2023,EN,FT,90000,0,M,Data Engineer,US
2023,SE,FT,163800,0,M,Data Engineer,US
2023,SE,FT,126000,0,M,Data Engineer,US
2023,SE,FT,237000,100,M,Data Scientist,US
2023,SE,FT,145000,100,M,Data Scientist,US
2023,MI,FT,90000,100,M,Data Engineer,US
2023,MI,FT,90000,100,M,Data Engineer,US
2023,SE,FT,139500,0,M,Data Engineer,US
2023,SE,FT,109400,0,M,Data Engineer,US
2023,SE,FT,258000,0,M,Data Scientist,CA
2023,SE,FT,190000,0,M,Data Scientist,CA
2023,MI,FT,145000,0,M,Data Engineer,US
2023,MI,FT,120000,0,M,Data Engineer,US
2023,SE,FT,205600,0,L,Data Engineer,US
2023,SE,FT,105700,0,L,Data Engineer,US
2023,SE,FT,252000,0,M,Data Engineer,US
2023,SE,FT,129000,0,M,Data Engineer,US
2023,SE,FT,239748,0,M,Data Scientist,US
2023,SE,FT,159832,0,M,Data Scientist,US
2023,SE,FT,186300,100,M,Data Scientist,US
2023,SE,FT,102500,100,M,Data Scientist,US
2023,SE,FT,165000,0,M,Data Engineer,US
2023,SE,FT,132300,0,M,Data Engineer,US
2023,SE,FT,190000,0,M,Data Scientist,US
2023,SE,FT,126000,0,M,Data Scientist,US
2023,SE,FT,149040,100,M,Data Engineer,US
2023,SE,FT,113900,100,M,Data Engineer,US
2023,SE,FT,153600,100,M,Data Engineer,US
2023,SE,FT,106800,100,M,Data Engineer,US
2023,SE,FT,172600,100,M,Data Engineer,US
2023,SE,FT,107900,100,M,Data Engineer,US
2023,SE,FT,180180,0,M,Data Analyst,US
2023,SE,FT,106020,0,M,Data Analyst,US
2023,SE,FT,376080,100,M,Data Engineer,US
2023,SE,FT,213120,100,M,Data Engineer,US
2023,SE,FT,153600,0,M,Data Analyst,US
2023,SE,FT,100500,0,M,Data Analyst,US
2023,SE,FT,206500,100,M,Data Analyst,US
2023,SE,FT,121600,100,M,Data Analyst,US
2023,SE,FT,260000,0,M,Data Engineer,US
2023,SE,FT,225000,0,M,Data Engineer,US
2023,EX,FT,194500,0,M,Data Engineer,US
2023,EX,FT,115500,0,M,Data Engineer,US
2023,SE,FT,170000,100,L,Data Engineer,US
2023,SE,FT,90000,100,L,ML/AI Engineer,US
2023,EN,FT,95000,100,M,Data Analyst,US
2023,EN,FT,70000,100,M,Data Analyst,US
2023,SE,FT,275000,0,M,Data Engineer,US
2023,SE,FT,160000,0,M,Data Engineer,US
2023,SE,FT,115934,100,M,Data Analyst,US
2023,SE,FT,81666,100,M,Data Analyst,US
2023,SE,FT,175000,0,M,Data Scientist,US
2023,SE,FT,120000,0,M,Data Scientist,US
2023,SE,FT,150000,100,M,ML/AI Engineer,US
2023,SE,FT,120000,100,M,ML/AI Engineer,US
2023,SE,FT,200000,0,M,Data Engineer,US
2023,SE,FT,175000,0,M,Data Engineer,US
2023,MI,FT,206000,0,M,Data Analyst,US
2023,MI,FT,130000,0,M,Data Analyst,US
2023,SE,FT,138000,100,M,Data Engineer,GB
2023,SE,FT,92000,100,M,Data Engineer,GB
2023,SE,FT,65000,0,M,Management,Other
2023,SE,FT,48000,0,M,Management,Other
2023,SE,FT,110000,100,M,Data Analyst,US
2023,SE,FT,75000,100,M,Data Analyst,US
2023,SE,FT,130000,0,M,Data Engineer,US
2023,SE,FT,87000,0,M,Data Engineer,US
2023,MI,FT,160000,0,M,Data Analyst,US
2023,MI,FT,112000,0,M,Data Analyst,US
2023,MI,FT,162500,0,M,Data Engineer,US
2023,MI,FT,130000,0,M,Data Engineer,US
2023,SE,FT,299500,0,M,Management,US
2023,SE,FT,245100,0,M,Management,US
2023,MI,FT,145000,0,M,Data Scientist,US
2023,MI,FT,100000,0,M,Data Scientist,US
2023,SE,FT,147100,0,M,Data Engineer,US
2023,SE,FT,90700,0,M,Data Engineer,US
2023,EN,FT,115100,0,M,Data Engineer,US
2023,EN,FT,73900,0,M,Data Engineer,US
2023,SE,FT,168400,0,M,Data Engineer,US
2023,SE,FT,105200,0,M,Data Engineer,US
2023,SE,FT,210000,0,M,Data Scientist,US
2023,SE,FT,160000,0,M,Data Scientist,US
2023,MI,FT,145000,0,M,Data Scientist,US
2023,MI,FT,100000,0,M,Data Scientist,US
2023,SE,FT,222200,0,L,Data Scientist,US
2023,SE,FT,136000,0,L,Data Scientist,US
2023,MI,FT,100000,0,M,Data Analyst,US
2023,MI,FT,85000,0,M,Data Analyst,US
2023,MI,FT,85066,100,M,Data Engineer,GB
2023,MI,FT,57723,100,M,Data Engineer,GB
2023,EX,FT,200000,0,M,Data Scientist,US
2023,EX,FT,145000,0,M,Data Scientist,US
2023,MI,FT,140000,0,M,Data Engineer,US
2023,MI,FT,95000,0,M,Data Engineer,US
2023,SE,FT,185000,100,M,Data Analyst,US
2023,SE,FT,120250,100,M,Data Analyst,US
2023,MI,FT,130000,100,L,Data Analyst,US
2023,SE,FT,205000,0,M,Data Scientist,US
2023,SE,FT,140000,0,M,Data Scientist,US
2023,SE,FT,297300,100,M,Data Scientist,US
2023,SE,FT,198200,100,M,Data Scientist,US
2023,SE,FT,141288,0,M,Data Scientist,US
2023,SE,FT,94192,0,M,Data Scientist,US
2023,SE,FT,184000,100,M,Data Engineer,US
2023,SE,FT,143000,100,M,Data Engineer,US
2023,SE,FT,70000,0,M,Data Analyst,US
2023,SE,FT,55000,0,M,Data Analyst,US
2023,SE,FT,275300,100,M,Data Engineer,US
2023,SE,FT,183500,100,M,Data Engineer,US
2023,MI,FT,75000,100,M,Data Analyst,US
2023,MI,FT,65000,100,M,Data Analyst,US
2023,MI,FT,160000,0,M,ML/AI Engineer,US
2023,MI,FT,147000,0,M,ML/AI Engineer,US
2023,SE,FT,149040,100,M,Data Engineer,US
2023,SE,FT,113900,100,M,Data Engineer,US
2023,MI,FT,75020,100,L,Data Engineer,Other
2023,SE,FT,180180,0,M,Data Analyst,US
2023,SE,FT,106020,0,M,Data Analyst,US
2023,MI,FT,17022,100,L,Data Scientist,IN
2023,EN,FT,70000,0,L,ML/AI Engineer,Other
2023,EN,FT,80000,50,M,ML/AI Engineer,Other
2023,MI,FT,18238,50,L,Management,IN
2023,MI,FT,250000,0,M,ML/AI Engineer,US
2023,MI,FT,150000,0,M,ML/AI Engineer,US
2023,SE,FT,139500,0,M,Data Engineer,US
2023,SE,FT,109400,0,M,Data Engineer,US
2023,SE,FT,105000,0,M,Data Scientist,US
2023,SE,FT,70000,0,M,Data Scientist,US
2023,EX,FT,210914,100,M,Data Engineer,US
2023,EX,FT,116704,100,M,Data Engineer,US
2023,EN,FT,150000,0,M,Data Scientist,US
2023,EN,FT,100000,0,M,Data Scientist,US
2023,SE,FT,146000,0,M,Data Engineer,US
2023,SE,FT,75000,0,M,Data Engineer,US
2023,EN,FT,75000,100,M,Data Analyst,US
2023,EN,FT,60000,100,M,Data Analyst,US
2023,MI,FT,185700,0,M,Data Engineer,US
2023,MI,FT,165000,0,M,Data Engineer,US
2023,SE,FT,160000,100,M,Data Engineer,US
2023,SE,FT,130000,100,M,Data Engineer,US
2023,SE,FT,169000,0,M,Data Analyst,US
2023,SE,FT,110600,0,M,Data Analyst,US
2023,SE,FT,193000,100,M,Data Engineer,US
2023,SE,FT,136850,100,M,Data Engineer,US
2023,SE,FT,139500,0,M,ML/AI Engineer,US
2023,SE,FT,109400,0,M,ML/AI Engineer,US
2023,SE,FT,276000,100,M,Data Engineer,US
2023,SE,FT,178500,100,M,Data Engineer,US
2023,MI,FT,59020,0,M,Data Scientist,ES
2023,MI,FT,48289,0,M,Data Scientist,ES
2023,MI,FT,75116,100,M,Data Engineer,Other
2023,MI,FT,48289,100,M,Data Engineer,Other
2023,SE,FT,195652,0,M,ML/AI Engineer,GB
2023,SE,FT,101228,0,M,ML/AI Engineer,GB
2023,SE,FT,136956,0,M,Data Engineer,GB
2023,SE,FT,101228,0,M,Data Engineer,GB
2023,SE,FT,252000,0,M,Data Engineer,US
2023,SE,FT,129000,0,M,Data Engineer,US
2022,SE,FT,130000,100,L,Data Engineer,US
2021,MI,FT,150000,100,M,Management,US
2023,SE,FT,163800,0,M,Data Engineer,US
2023,SE,FT,126000,0,M,Data Engineer,US
2023,SE,FT,260000,100,M,ML/AI Engineer,CA
2023,SE,FT,110000,100,M,ML/AI Engineer,CA
2023,SE,FT,170000,100,M,Data Engineer,US
2023,SE,FT,130000,100,M,Data Engineer,US
2023,SE,FT,247500,0,M,ML/AI Engineer,US
2023,SE,FT,172200,0,M,ML/AI Engineer,US
2023,SE,FT,239748,0,M,Data Scientist,US
2023,SE,FT,159832,0,M,Data Scientist,US
2023,SE,FT,163800,0,M,ML/AI Engineer,US
2023,SE,FT,126000,0,M,ML/AI Engineer,US
2023,MI,FT,128750,0,M,Data Scientist,US
2023,MI,FT,106250,0,M,Data Scientist,US
2023,SE,FT,252000,0,M,Data Engineer,US
2023,SE,FT,129000,0,M,Data Engineer,US
2023,SE,FT,299500,0,M,Management,US
2023,SE,FT,245100,0,M,Management,US
2023,MI,FT,155000,0,M,Management,US
2023,MI,FT,140000,0,M,Management,US
2023,EX,FT,167500,0,M,Data Engineer,US
2023,EX,FT,106500,0,M,Data Engineer,US
2023,SE,FT,188500,100,M,Data Engineer,US
2023,SE,FT,117000,100,M,Data Engineer,US
2023,SE,FT,250000,100,M,Data Analyst,US
2023,SE,FT,138000,100,M,Data Analyst,US
2023,MI,FT,130000,100,M,Data Analyst,CA
2023,MI,FT,100000,100,M,Data Analyst,CA
2023,SE,FT,123405,0,L,ML/AI Engineer,DE
2023,SE,FT,140000,0,M,Data Engineer,US
2023,SE,FT,120000,0,M,Data Engineer,US
2023,SE,FT,160000,0,M,Data Analyst,US
2023,SE,FT,135000,0,M,Data Analyst,US
2023,MI,FT,104500,0,M,Management,US
2023,MI,FT,70000,0,M,Management,US
2023,MI,FT,90000,0,M,Other,US
2023,MI,FT,70000,0,M,Other,US
2023,SE,FT,153600,100,M,Data Engineer,US
2023,SE,FT,106800,100,M,Data Engineer,US
2023,EN,FT,125000,0,M,Data Engineer,US
2023,EN,FT,90000,0,M,Data Engineer,US
2023,MI,FT,185000,100,M,Data Scientist,US
2023,MI,FT,125000,100,M,Data Scientist,US
2023,SE,FT,127000,100,M,Data Analyst,US
2023,SE,FT,94000,100,M,Data Analyst,US
2023,SE,FT,210550,0,M,Data Scientist,US
2023,SE,FT,153300,0,M,Data Scientist,US
2023,MI,FT,200000,100,M,Data Scientist,US
2023,MI,FT,150000,100,M,Data Scientist,US
2023,SE,FT,161500,100,M,Data Analyst,US
2023,SE,FT,119500,100,M,Data Analyst,US
2023,SE,FT,175000,0,M,Data Analyst,US
2023,SE,FT,145000,0,M,Data Analyst,US
2023,SE,FT,175000,0,M,Data Scientist,US
2023,SE,FT,148750,0,M,Data Scientist,US
2023,SE,FT,105000,0,M,Data Analyst,US
2023,SE,FT,85000,0,M,Data Analyst,US
2023,SE,FT,215000,0,M,Data Scientist,US
2023,SE,FT,146300,0,M,Data Scientist,US
2023,EN,FT,214618,100,L,ML/AI Engineer,DE
2023,MI,FT,72000,100,M,Data Engineer,Other
2023,MI,FT,60000,100,M,Data Engineer,Other
2023,SE,FT,153400,0,M,ML/AI Engineer,US
2023,SE,FT,122700,0,M,ML/AI Engineer,US
2023,MI,FT,260000,0,M,Data Engineer,US
2023,MI,FT,175000,0,M,Data Engineer,US
2023,SE,FT,186300,100,M,Data Scientist,US
2023,SE,FT,123900,100,M,Data Scientist,US
2023,MI,FT,340000,100,M,Data Scientist,US
2023,MI,FT,150000,100,M,Data Scientist,US
2023,SE,FT,153400,0,M,ML/AI Engineer,US
2023,SE,FT,122700,0,M,ML/AI Engineer,US
2023,MI,FT,250000,0,M,Data Engineer,US
2023,MI,FT,175000,0,M,Data Engineer,US
2023,MI,FT,64385,50,M,Data Scientist,Other
2023,SE,FT,185900,0,M,Data Analyst,US
2023,SE,FT,121700,0,M,Data Analyst,US
2023,SE,FT,153600,0,M,Data Analyst,US
2023,SE,FT,106800,0,M,Data Analyst,US
2023,SE,FL,50000,50,M,Data Engineer,Other
2023,EN,FT,100000,100,L,Data Analyst,US
2023,SE,FT,247500,0,M,ML/AI Engineer,US
2023,SE,FT,172200,0,M,ML/AI Engineer,US
2023,EX,FT,310000,100,M,Data Engineer,US
2023,EX,FT,239000,100,M,Data Engineer,US
2023,SE,FT,125000,0,M,Data Analyst,US
2023,SE,FT,110000,0,M,Data Analyst,US
2023,EN,FT,150000,0,M,Data Analyst,US
2023,EN,FT,100000,0,M,Data Analyst,US
2023,SE,FT,149076,0,M,Data Scientist,US
2023,SE,FT,82365,0,M,Data Scientist,US
2023,MI,FT,146000,0,M,Data Engineer,US
2023,MI,FT,75000,0,M,Data Engineer,US
2023,SE,FT,139500,0,M,ML/AI Engineer,US
2023,SE,FT,109400,0,M,ML/AI Engineer,US
2023,SE,FT,139500,0,M,Data Engineer,US
2023,SE,FT,109400,0,M,Data Engineer,US
2023,MI,FT,149600,0,M,Data Engineer,US
2023,MI,FT,102000,0,M,Data Engineer,US
2023,MI,FT,97218,0,M,Data Analyst,GB
2023,MI,FT,48609,0,M,Data Analyst,GB
2023,SE,FT,252000,0,M,Data Engineer,US
2023,SE,FT,129000,0,M,Data Engineer,US
2023,SE,FT,95000,0,M,Data Analyst,US
2023,SE,FT,85500,0,M,Data Analyst,US
2023,SE,FT,185900,0,M,Data Analyst,US
2023,SE,FT,121700,0,M,Data Analyst,US
2023,EN,FT,150000,0,M,Data Scientist,US
2023,EN,FT,100000,0,M,Data Scientist,US
2023,MI,FT,145000,0,M,Data Engineer,US
2023,MI,FT,125000,0,M,Data Engineer,US
2023,MI,FT,150000,100,M,Data Scientist,US
2023,MI,FT,97750,100,M,Data Scientist,US
2023,SE,FT,201000,0,M,Data Scientist,US
2023,SE,FT,122000,0,M,Data Scientist,US
2023,SE,FT,252000,0,M,Data Engineer,US
2023,SE,FT,129000,0,M,Data Engineer,US
2023,SE,FT,120000,100,M,Data Analyst,US
2023,SE,FT,75000,100,M,Data Analyst,US
2023,MI,FT,116990,100,M,Data Scientist,US
2023,MI,FT,82920,100,M,Data Scientist,US
2023,SE,FT,185900,0,M,Data Scientist,US
2023,SE,FT,129300,0,M,Data Scientist,US
2023,MI,FT,200000,0,S,ML/AI Engineer,US
2023,MI,FT,125000,0,S,ML/AI Engineer,US
2023,SE,FT,201000,0,M,Data Scientist,US
2023,SE,FT,122000,0,M,Data Scientist,US
2023,SE,FT,204500,0,M,ML/AI Engineer,US
2023,SE,FT,142200,0,M,ML/AI Engineer,US
2023,SE,FT,155000,0,M,Management,US
2023,SE,FT,140000,0,M,Management,US
2023,MI,FT,205920,0,M,ML/AI Engineer,US
2023,MI,FT,171600,0,M,ML/AI Engineer,US
2023,SE,FT,121500,100,M,Data Engineer,US
2023,SE,FT,78000,100,M,Data Engineer,US
2023,MI,FT,154000,0,M,Data Engineer,US
2023,MI,FT,116000,0,M,Data Engineer,US
2023,SE,FT,190000,0,M,Data Scientist,US
2023,SE,FT,136000,0,M,Data Scientist,US
2023,MI,FT,78990,100,M,Data Analyst,GB
2023,MI,FT,43809,100,M,Data Analyst,GB
2023,SE,FT,180000,0,M,Data Analyst,US
2023,SE,FT,110000,0,M,Data Analyst,US
2023,SE,FT,275300,100,M,Data Scientist,US
2023,SE,FT,183000,100,M,Data Scientist,US
2023,SE,FT,170000,0,M,Data Engineer,US
2023,SE,FT,140000,0,M,Data Engineer,US
2023,SE,FT,154000,0,M,Data Engineer,US
2023,SE,FT,116000,0,M,Data Engineer,US
2023,SE,FT,160000,100,M,Data Engineer,US
2023,SE,FT,130000,100,M,Data Engineer,US
2023,MI,FT,200000,0,M,Data Engineer,US
2023,MI,FT,120000,0,M,Data Engineer,US
2023,SE,FT,175000,100,M,Data Scientist,US
2023,SE,FT,160000,100,M,Data Scientist,US
2023,MI,FT,127599,0,M,Data Engineer,GB
2023,MI,FT,103294,0,M,Data Engineer,GB
2023,SE,FT,153600,0,M,Data Engineer,US
2023,SE,FT,106800,0,M,Data Engineer,US
2023,EN,FT,85000,100,M,Data Analyst,US
2023,EN,FT,75000,100,M,Data Analyst,US
2023,SE,FT,225000,0,M,Data Scientist,US
2023,SE,FT,156400,0,M,Data Scientist,US
2023,SE,FT,150000,0,M,Data Engineer,US
2023,SE,FT,120000,0,M,Data Engineer,US
2023,SE,FT,163800,0,M,ML/AI Engineer,US
2023,SE,FT,126000,0,M,ML/AI Engineer,US
2023,SE,FT,145000,100,M,Data Analyst,US
2023,SE,FT,90000,100,M,Data Analyst,US
2023,SE,FT,204500,0,M,ML/AI Engineer,US
2023,SE,FT,142200,0,M,ML/AI Engineer,US
2023,SE,FT,95000,0,M,Data Analyst,US
2023,SE,FT,85500,0,M,Data Analyst,US
2023,SE,FT,167500,0,M,Data Engineer,US
2023,SE,FT,106500,0,M,Data Engineer,US
2023,SE,FT,163800,0,M,Data Engineer,US
2023,SE,FT,126000,0,M,Data Engineer,US
2023,MI,FT,155000,0,M,Management,US
2023,MI,FT,140000,0,M,Management,US
2023,SE,FT,250000,0,M,Data Scientist,US
2023,SE,FT,200000,0,M,Data Scientist,US
2023,SE,FT,260000,0,M,Data Scientist,US
2023,SE,FT,186000,0,M,Data Scientist,US
2023,SE,FT,160000,100,M,Data Engineer,US
2023,SE,FT,130000,100,M,Data Engineer,US
2023,SE,FT,200000,0,M,Data Scientist,US
2023,SE,FT,150000,0,M,Data Scientist,US
2023,SE,FT,48289,0,M,Data Scientist,ES
2023,SE,FT,38631,0,M,Data Scientist,ES
2023,SE,FT,150000,0,M,Data Scientist,US
2023,SE,FT,120000,0,M,Data Scientist,US
2023,EN,FT,30000,50,M,Data Analyst,IN
2023,MI,FT,185000,0,M,Data Scientist,US
2023,MI,FT,125000,0,M,Data Scientist,US
2022,EN,PT,34320,100,S,Data Analyst,US
2022,MI,FT,9289,100,M,Data Analyst,Other
2023,SE,FT,75116,100,L,Management,Other
2022,EX,FT,106000,0,L,Management,Other
2023,SE,FT,175000,100,M,Data Analyst,US
2023,SE,FT,130000,100,M,Data Analyst,US
2023,SE,FT,122000,100,M,Data Analyst,US
2023,SE,FT,93800,100,M,Data Analyst,US
2023,SE,FT,150000,100,M,Management,Other
2023,SE,FT,90000,100,M,Management,Other
2023,SE,FT,165000,100,M,Data Analyst,US
2023,SE,FT,112000,100,M,Data Analyst,US
2023,EN,FT,220000,0,M,ML/AI Engineer,US
2023,SE,FT,71897,100,M,Data Analyst,DE
2023,EN,FT,64385,0,M,ML/AI Engineer,DE
2023,SE,FT,204500,0,M,ML/AI Engineer,US
2023,SE,FT,142200,0,M,ML/AI Engineer,US
2023,SE,FT,15806,100,S,Data Analyst,IN
2023,MI,FT,200000,0,M,ML/AI Engineer,US
2023,MI,FT,175000,0,M,ML/AI Engineer,US
2023,SE,FT,185900,0,M,Data Engineer,US
2023,SE,FT,129300,0,M,Data Engineer,US
2023,SE,FT,185900,0,M,Data Analyst,US
2023,SE,FT,121700,0,M,Data Analyst,US
2023,SE,FT,204500,0,M,ML/AI Engineer,US
2023,SE,FT,142200,0,M,ML/AI Engineer,US
2023,MI,FT,40000,50,L,Data Scientist,Other
2023,SE,FT,29453,50,M,Other,Other
2023,SE,FT,180180,0,M,Data Analyst,US
2023,SE,FT,106020,0,M,Data Analyst,US
2023,SE,FT,136000,100,M,Data Scientist,US
2023,SE,FT,104000,100,M,Data Scientist,US
2023,SE,FT,125000,0,M,Data Analyst,US
2023,SE,FT,110000,0,M,Data Analyst,US
2023,SE,FT,153400,0,M,ML/AI Engineer,US
2023,SE,FT,122700,0,M,ML/AI Engineer,US
2023,EX,FT,310000,100,M,Data Engineer,US
2023,EX,FT,239000,100,M,Data Engineer,US
2023,SE,FT,152380,0,M,Data Analyst,US
2023,SE,FT,121904,0,M,Data Analyst,US
2023,SE,FT,185900,0,M,Data Scientist,US
2023,SE,FT,129300,0,M,Data Scientist,US
2023,SE,FT,247500,0,M,ML/AI Engineer,US
2023,SE,FT,172200,0,M,ML/AI Engineer,US
2023,SE,FT,168400,0,M,Data Engineer,US
2023,SE,FT,105200,0,M,Data Engineer,US
2023,SE,FT,128280,0,M,ML/AI Engineer,US
2023,SE,FT,106900,0,M,ML/AI Engineer,US
2022,SE,FT,192000,100,L,Management,US
2023,MI,FT,140000,0,M,Data Engineer,US
2023,MI,FT,100000,0,M,Data Engineer,US
2023,SE,FT,107309,100,S,Data Engineer,DE
2023,SE,FT,85847,100,S,Data Engineer,DE
2023,SE,FT,275000,0,M,ML/AI Engineer,DE
2023,SE,FT,174000,0,M,ML/AI Engineer,DE
2023,SE,FT,139500,0,M,Data Engineer,US
2023,SE,FT,109400,0,M,Data Engineer,US
2023,SE,FT,139500,0,M,ML/AI Engineer,US
2023,SE,FT,109400,0,M,ML/AI Engineer,US
2023,SE,FT,170500,100,M,Data Analyst,US
2023,SE,FT,85000,100,M,Data Analyst,US
2023,SE,FT,72946,0,M,Management,GB
2023,SE,FT,54365,0,M,Management,GB
2023,EX,FT,160288,0,M,Management,GB
2023,EX,FT,127467,0,M,Management,GB
2023,SE,FT,80000,0,M,Data Engineer,US
2023,SE,FT,65000,0,M,Data Engineer,US
2023,SE,FT,124740,0,M,Data Engineer,US
2023,SE,FT,65488,0,M,Data Engineer,US
2023,SE,FT,72200,0,M,Data Analyst,US
2023,SE,FT,64980,0,M,Data Analyst,US
2023,SE,FT,153600,0,M,Data Engineer,US
2023,SE,FT,106800,0,M,Data Engineer,US
2023,SE,FT,179975,100,M,Data Analyst,US
2023,SE,FT,86466,100,M,Data Analyst,US
2023,SE,FT,120000,0,M,Data Engineer,US
2023,SE,FT,90000,0,M,Data Engineer,US
2023,MI,FT,51039,0,M,Data Analyst,GB
2023,MI,FT,42533,0,M,Data Analyst,GB
2023,SE,FT,149076,0,M,Data Scientist,US
2023,SE,FT,82365,0,M,Data Scientist,US
2023,SE,FT,169000,0,M,Data Analyst,US
2023,SE,FT,110600,0,M,Data Analyst,US
2023,SE,FT,175000,0,M,Management,US
2023,SE,FT,120000,0,M,Management,US
2023,SE,FT,230000,0,M,Data Analyst,US
2023,SE,FT,180000,0,M,Data Analyst,US
2023,SE,FT,153600,0,M,Data Analyst,US
2023,SE,FT,106800,0,M,Data Analyst,US
2023,SE,FT,140000,0,M,Management,US
2023,SE,FT,120000,0,M,Management,US
2023,SE,FT,205920,0,M,ML/AI Engineer,US
2023,SE,FT,171600,0,M,ML/AI Engineer,US
2023,SE,FT,165000,100,M,Data Analyst,US
2023,SE,FT,125000,100,M,Data Analyst,US
2023,SE,FT,265000,0,M,Data Engineer,US
2023,SE,FT,185000,0,M,Data Engineer,US
2023,MI,FT,130000,0,M,ML/AI Engineer,US
2022,EN,FT,168000,100,M,Data Scientist,US
2023,MI,FT,38631,50,L,ML/AI Engineer,ES
2023,SE,FT,95000,0,M,Data Analyst,US
2023,SE,FT,85500,0,M,Data Analyst,US
2023,SE,FT,147100,0,M,Data Scientist,US
2023,SE,FT,90700,0,M,Data Scientist,US
2023,SE,FT,167580,0,M,Data Engineer,US
2023,SE,FT,87980,0,M,Data Engineer,US
2023,SE,FT,202000,100,M,Data Engineer,US
2023,SE,FT,135000,100,M,Data Engineer,US
2023,SE,FT,163800,0,M,Data Engineer,US
2023,SE,FT,126000,0,M,Data Engineer,US
2023,SE,FT,163800,0,M,ML/AI Engineer,US
2023,SE,FT,126000,0,M,ML/AI Engineer,US
2023,SE,FT,104000,100,M,Data Engineer,US
2023,SE,FT,65000,100,M,Data Engineer,US
2023,SE,FT,230000,0,M,Data Engineer,US
2023,SE,FT,148000,0,M,Data Engineer,US
2023,SE,FT,269000,100,M,ML/AI Engineer,CA
2023,SE,FT,158000,100,M,ML/AI Engineer,CA
2023,SE,FT,197000,0,M,Data Engineer,US
2023,SE,FT,106000,0,M,Data Engineer,US
2023,MI,FT,150000,100,M,ML/AI Engineer,US
2023,MI,FT,100000,100,M,ML/AI Engineer,US
2023,SE,FT,290000,100,M,Data Engineer,US
2023,SE,FT,210000,100,M,Data Engineer,US
2023,SE,FT,192000,0,M,Data Engineer,US
2023,SE,FT,172800,0,M,Data Engineer,US
2023,SE,FT,300240,0,M,Data Scientist,US
2023,SE,FT,200160,0,M,Data Scientist,US
2023,SE,FT,300240,0,M,Data Scientist,US
2023,SE,FT,200160,0,M,Data Scientist,US
2023,SE,FT,175000,0,M,Data Engineer,US
